12345 9351 0
6103 6996 0
6103 19603 0
11810 27240 0
29285 32202 0
9351 32202 0
9351 29285 0
12345 32202 0
12345 35145 0
9351 35145 0
19603 6996 0
32202 35145 0
29285 35145 0
12345 29285 0
11810 27240 1
28253 6103 2
13311 6103 2
4799 34422 2
13311 11416 2
5186 11416 2
19409 11416 2
8868 34422 2
7052 34422 2
18803 19790 2
11416 19790 2
14764 19790 2
6103 19790 2
10581 9426 2
4252 19790 2
4682 19790 2
19116 32694 2
10581 32694 2
28253 14764 2
13311 14764 2
9426 19790 2
27316 9426 2
13311 9426 2
5186 14764 2
18209 7052 2
29403 7052 2
7213 7052 2
16832 7052 2
8701 7052 2
14800 7052 2
12876 7052 2
5161 7052 2
9952 7052 2
4799 7052 2
8868 7052 2
18209 34422 2
29403 34422 2
7213 34422 2
5186 6103 2
16832 34422 2
8701 34422 2
14800 34422 2
15297 19790 2
5161 34422 2
9952 34422 2
4682 9426 2
4252 9426 2
11416 9426 2
6103 9426 2
14764 9426 2
18803 9426 2
19409 9426 2
5186 9426 2
28253 9426 2
4682 10581 2
12876 34422 2
11416 10581 2
11416 15297 2
6103 15297 2
14764 15297 2
9426 15297 2
18803 15297 2
19409 15297 2
5186 15297 2
13311 15297 2
28253 15297 2
11416 14764 2
27316 15297 2
10581 15297 2
19116 15297 2
4682 32694 2
4252 32694 2
11416 32694 2
6103 32694 2
14764 32694 2
16832 8701 2
9426 32694 2
18803 32694 2
6103 14764 2
15297 32694 2
19409 32694 2
5186 32694 2
13311 32694 2
28253 32694 2
27316 4682 2
4252 10581 2
28253 4682 2
5186 4682 2
6103 10581 2
14764 10581 2
19409 10581 2
5186 10581 2
13311 10581 2
28253 10581 2
27316 10581 2
4682 19116 2
4252 19116 2
11416 19116 2
6103 19116 2
14764 19116 2
9426 19116 2
18803 19116 2
5186 13311 2
19409 19116 2
5186 19116 2
13311 19116 2
28253 19116 2
27316 19116 2
10581 19116 2
4682 15297 2
4252 15297 2
11416 4682 2
6103 4682 2
14764 4682 2
19409 4682 2
13311 4682 2
4799 8868 2
5161 8868 2
27316 32694 2
19409 27316 2
10581 18803 2
27316 18803 2
28253 18803 2
13311 18803 2
5186 18803 2
19409 18803 2
14764 18803 2
6103 18803 2
11416 18803 2
4252 18803 2
5186 27316 2
4682 18803 2
6103 27316 2
11416 27316 2
13311 28253 2
5186 28253 2
19409 28253 2
11416 28253 2
13311 19409 2
5186 19409 2
9952 8868 2
32694 19790 2
19116 19790 2
14764 27316 2
13311 27316 2
28253 27316 2
4252 35811 2
11416 6103 2
19790 35811 2
32694 35811 2
19116 35811 2
10581 35811 2
27316 35811 2
28253 35811 2
13311 35811 2
5186 35811 2
27316 4252 2
28253 4252 2
13311 4252 2
5186 4252 2
19409 4252 2
14764 4252 2
6103 4252 2
11416 4252 2
4682 4252 2
19409 35811 2
15297 35811 2
18803 35811 2
9426 35811 2
14764 35811 2
6103 35811 2
11416 35811 2
10581 19790 2
27316 19790 2
4682 35811 2
18209 14800 2
18209 9952 2
29403 9952 2
18209 16832 2
16832 9952 2
8701 9952 2
14800 9952 2
12876 9952 2
5161 9952 2
18209 4799 2
29403 4799 2
7213 4799 2
19409 19790 2
16832 4799 2
14800 4799 2
12876 4799 2
5161 4799 2
9952 4799 2
18209 8868 2
29403 8868 2
7213 8868 2
16832 8868 2
8701 8868 2
14800 8868 2
12876 8868 2
8701 4799 2
5186 19790 2
7213 9952 2
13311 19790 2
16832 14800 2
8701 14800 2
18209 29403 2
16832 29403 2
8701 29403 2
14800 29403 2
18209 7213 2
19409 6103 2
16832 7213 2
8701 7213 2
14800 7213 2
18209 12876 2
29403 7213 2
7213 12876 2
28253 19790 2
29403 12876 2
12876 5161 2
14800 5161 2
8701 5161 2
16832 5161 2
19409 14764 2
29403 5161 2
18209 5161 2
14800 12876 2
8701 12876 2
16832 12876 2
7213 5161 2
6103 13358 3
17005 13358 3
14965 13358 3
19104 13358 3
5610 13358 3
17644 13358 3
6465 13358 3
6335 13358 3
6434 13358 3
34330 33912 3
29745 4779 3
29470 34654 3
15862 34654 3
5161 34654 3
33912 27008 3
34330 27008 3
27325 27008 3
7810 27008 3
16043 27008 3
19326 27008 3
4982 34654 3
18061 27008 3
12437 27008 3
15605 27008 3
13093 27008 3
8654 27008 3
34363 27008 3
11828 27008 3
4982 27008 3
29470 27008 3
15862 27008 3
31505 27008 3
11828 34654 3
34363 34654 3
8654 34654 3
6695 4779 3
4082 4779 3
7779 4779 3
6591 4779 3
8654 13093 3
11828 13093 3
4982 13093 3
15862 13093 3
27008 34654 3
33912 34654 3
5431 13358 3
34330 34654 3
27325 34654 3
7810 34654 3
16043 34654 3
19326 34654 3
18061 34654 3
31505 34654 3
12437 34654 3
15605 34654 3
13093 34654 3
15776 4779 3
6591 29745 3
4082 6591 3
4082 29745 3
6120 34422 3
16011 34422 3
14540 34422 3
8397 34422 3
19607 34422 3
8981 34422 3
4150 34422 3
6277 34422 3
14796 34422 3
11863 34422 3
9852 34422 3
4779 34422 3
15776 34422 3
29745 34422 3
6695 34422 3
32665 34422 3
13594 34422 3
6335 5431 3
6465 5431 3
4982 29470 3
15862 29470 3
5161 29470 3
7779 4082 3
7779 6695 3
4082 6695 3
8654 15862 3
4082 34422 3
11828 15862 3
6434 5431 3
6103 5431 3
17005 5431 3
14965 5431 3
19104 5431 3
5610 5431 3
17644 5431 3
4982 15862 3
7779 34422 3
6591 34422 3
12903 34422 3
19104 6335 3
5610 6335 3
17644 6335 3
6465 6335 3
6434 35991 3
6103 35991 3
17005 35991 3
14965 6335 3
14965 35991 3
19104 35991 3
5610 35991 3
17644 35991 3
6465 35991 3
6335 35991 3
5431 35991 3
35322 35991 3
13358 35991 3
11828 29470 3
17005 6335 3
6434 6335 3
13093 5161 3
8654 5161 3
11828 5161 3
4982 5161 3
15862 5161 3
14650 18435 3
5588 18435 3
6103 6335 3
14650 8233 3
18435 8233 3
6434 17644 3
6434 6465 3
6103 6465 3
17005 6465 3
5610 6465 3
17644 6465 3
5588 8233 3
7779 29745 3
8654 29470 3
15605 29470 3
9852 14796 3
11863 14796 3
6591 6277 3
7779 6277 3
4082 6277 3
6695 6277 3
29745 6277 3
15776 6277 3
4779 6277 3
9852 6277 3
11863 6277 3
14796 6277 3
6591 4150 3
7779 4150 3
4082 4150 3
4779 14796 3
15776 14796 3
29745 14796 3
6695 14796 3
6695 29745 3
6591 15776 3
7779 15776 3
4082 15776 3
6695 15776 3
29745 15776 3
6591 9852 3
6695 4150 3
7779 9852 3
6695 9852 3
29745 9852 3
15776 9852 3
4779 9852 3
6591 14796 3
7779 14796 3
4082 14796 3
4082 9852 3
29745 4150 3
15776 4150 3
4779 4150 3
29745 19607 3
15776 19607 3
4779 19607 3
9852 19607 3
11863 19607 3
14796 19607 3
6277 19607 3
6695 19607 3
4150 19607 3
6695 6591 3
5161 27008 3
7779 6591 3
14650 11338 3
5588 11338 3
18435 11338 3
8233 11338 3
8981 19607 3
13093 29470 3
4082 19607 3
6591 19607 3
9852 4150 3
11863 4150 3
14796 4150 3
6277 4150 3
6591 8981 3
7779 8981 3
4082 8981 3
7779 19607 3
6695 8981 3
15776 8981 3
4779 8981 3
9852 8981 3
11863 8981 3
